"I can always manage the breastfeeding situation to my satisfaction.","Siempre puedo manejar cualquier situación de amamantar satisfactoriamente"
"Breast tissue is soft/no milk coming in","Tejido de mama es suave/No hay salida de leche"
"Try to breastfeed your baby as much as you can and avoid any supplementation.","Trate de amamantar a su bebé lo que más pueda y evite suplementos."
"Profile","Perfil"
"Skin-to-skin contact (remove all clothing from the baby -except diaper-, place the baby on your bare chest. The baby will crawl to the breast and latch).","Contacto Piel-a-Piel (quítele toda la ropa al bebé -excepto por el pañal-, coloque al bebé en su pecho desnudo. El bebé se moverá al pecho y se acoplará"
"Exclusive breastfeeding (only breast milk, no other supplement with even water)","Puro pecho (sólo leche materna, no agua ni ningún otro líquido o alimento)"
"Address","Dirección"
"1-2 Minutes","1-2 Minutos"
"Detach your baby carefully off of the breast when feeding is finished","Desacople el bebé cuidadosamente del pecho una vez termine la alimentación"
"I can always determine that my baby is getting enough milk.","Siempre estoy segura que mi bebé recibe suficiente leche"
"Infant's age at first feeding session","Edad del Bebé en la primera alimentación"
"Third","Tercera"
"Residence","Residencia"
"History of pregnancy loss","Historia de pérdida de embarazo"
"Cultural/tradition","Cultura/Tradición"
"Attention: You have","Atención: Usted tiene"
"Not quite so much now","No tanto ahora"
"Query","Búsqueda"
"Low maternal weight","Peso materno bajo"
"Breastfeeding latching must be entered.","Acoplamiento debe ser entrado."
"Past breastfeeding experience","Experiencia pasada dando pecho"
"4 ounces","4 onzas"
"May","Mayo"
"Duration","Duración"
"Breastfeeding/baby Problems","Problemas del bebé para tomar pecho"
"Child Information","Información del Bebé"
"Breastfeeding duration:","Duración de lactancia:"
"Edinburgh Postnatal Depression Scale","Escala de Edinburgo para Depresión después del parto."
"Maternal breastfeeding problems:","Problemas maternos para amamantar:"
"Mother","Madre"
"Strongly Agree","Estoy en fuerte acuerdo"
"Pumping Method","Método de Extracción"
"For each of the following statements, please choose the answer that best describes how confident you are with breastfeeding your new baby. Please mark your answer by clicking the button that is closest to how you feel. There is no right or wrong answer.","Para cada una de las siguientes afirmaciones, por favor escoja la respuesta que mejor describe cuán segura se siente en amamantar a su bebé. Por favor marque su respuesta dando click en la respuesta que más se acerca a cómo se siente. No existe respuesta correcta o incorrecta. "
"Expressed milk","Leche eyectada"
"ounces","onzas"
"3-4 Minutes","3-4 Minutos"
"Time of starting breast milk expression","Hora de la primera sacada de leche"
"No breastfeeding (exclusive formula)","No dió pecho (sólo fórmula)"
"Mother Information","Información de la Madre"
"Notification","Notificacion"
"Going back to class/work","Regreso a clases/trabajo"
"Please enter breastfeeding maternal problems","Por favor entre los problemas maternos"
"Inbox","Bendeja De Entrada"
"The data has yet to be entered by the lactation consultant.","Los datos aún están por ser completados por el especialista en lactancia."
"Reset","Reiniciar"
"Previous premature < 37 weeks","Prematuro anterior &lt; 37 semanas"
"Please enter total amount","Por favor entre la cantidad total"
"How did it help?","¿Cómo le ayudó?"
"My baby did not relax while nursing.","Mi bebé no se relajaba mientras lactaba."
"Visit","Visita"
"Weight Loss","Pérdida de peso"
"Slighly wet","Ligeramente húmedo"
"Mark as read","Marcar como leído"
"Contact local lactation consultant.","Contacte el especialista en lactancia."
"Partial breastfeeding, Low: 20-50%% breastfeeding","Lactancia Materna parcial, Baja: 20-50%% amamantamiento"
"Not wet at all","No está mojado "
"I needed to learn a lot of the things before I could get going with this system","Tuve necesidad de aprender muchas de las cosas antes de poder empezar con este sistema"
"Please enter stool color","Por favor entre el color de la materia fecal"
"Finish Feedback","Fin de comentarios"
"Password","Contraseña"
"pounds","libras"
"Welcome to LACTOR","Bienvenida a LACTOR"
"Maternal breastfeeding problems","Problemas de  amamantar maternos"
"please contact the lactation consultant","Por favor contacte al especialista en lactancia"
"Latching Problems","Problemas de Acoplamiento"
"Health Issue Entry","Información sobre la salud"
"Black/green","Negro/verde"
"Infant alertness:","Estado de alerta del bebé:"
"Breastfeeding was soothing when my baby was upset or crying.","El amamantar calmaba a mi bebé cuando estaba llorando o inquieto."
"Supplemental Set","Equipo suplementario"
"Sleepy","Somnoliento"
"My baby gained weight really well with breastmilk.","Mi bebé aumentado de peso muy bien con la leche materna."
"Self-efficacy Survey","Encuesta sobre la confianza que se tiene usted."
"9 ounces","9 onzas"
"Email","Correo Electrónico"
"As much as I ever did","Tanto como siempre"
"Name","Nombre"
"Mother's Portal","Portal de la Madre"
"Output entry added successfully","Por favor entre la consistencia de la popó (o caca)"
"Number of Doses Today","Número total de veces el día de hoy"
"No, not very often","No, no muy frecuentemente"
"You should have an email from LACTOR, with the subject New Mother User. If you do not find it, look for it in the junk mail, if it is not there, contact us by clicking the link at the bottom.","Usted debe tener un mensaje electrónico de LACTOR, con el asunto Nueva Madre Usuario. Si usted no lo encuentra, por favor búsquelo en la carpeta de correo no deseado (basura), si no está ahí, contáctenos haciendo click en el enlace abajo. "
"Compose Message","Escribe Mensaje"
"Forgot your password?","¿Olvidó su contraseña?"
"Education","Educación"
"User Accounts","Usuarios de Cuentas"
"Not at All","Para nada"
"Breastfeed the baby more frequently.","Amamante al bebé con más frecuencia."
"Not applicable","No aplica"
"Manual hand pump","Sacaleches manual"
"Reply","Respuesta"
"I have felt scared or panicky for no very good reason","Me he sentido asustada o con pánico sin razón"
"Pumping entry updated.","Entrada de extracción actualizada."
"I thought the system was easy to use","El sistema es fácil de usar"
"Request system feedback","Solicitar realimentación del sistema"
"Inability to latch","Bebé no se pega al pecho"
"Breastfeed your baby more often.","Amamante al bebé con más frecuencia."
"Breastfeeding duration","Duración de amamantamiento"
"You have no unread notifications","Usted tiene notificaciones no leídas"
"First","Primera"
"Breastfeeding Followu","La lactancia materna Followu"
"Delete User","Borrar Usuario"
"Engorgement","Congestión mamaria"
"December","Diciembre"
"months","meses"
"Very<br />Confident","Muy<br />segura"
"Scientist","Científico"
"Type of first feeding","Tipo de la primera alimentación "
"Strongly<br />Agree","Estoy totalmente de acuerdo"
"Baby tires easily","Bebé se cansa pronto"
"I can always ensure that my baby is properly latched on for the whole feeding.","Siempre puedo asegurar que mi bebé está acoplado de modo apropiado durante toda la alimentación."
"Infant weight at birth","Peso del Bebé al nacer"
"No","No"
"Educational Materials","Materiales educativos"
"Definitely less than I used to","Definitivamente menos de lo que acostumbraba"
"Archived","Archivado"
"Work with your lactation consultant to solve the problem behind using nipple shields.","Trabaje con su especialista en lactancia para resolver el problema detrás del uso de los protectores de pezones."
"Infection","Infección"
"Health Issue","Asunto de salud"
"New Password","Nueva Contraseña"
"Disagree","Estoy en desacuerdo"
"Neutral","Neutral"
"new messages","nuevas mensajes"
"11-15 Minutes","11-15 Minutos"
"Latching.pdf","Learning_the_dance_of_latching_es.pdf"
"Credentials","Credenciales"
"November","Noviembre"
"After feeding, allow the nipples to air dry.","Después de alimentar, permita que los pezones sequen al aire libre."
"Heavily wet","Bastante mojado"
"Maternal problems must be entered.","Problemas maternos deben ser entrados."
"Supplement entry added successfully","Dato de suplemento agregado exitosamente"
"Cumulative Breastfeeding Experience","Meses De Experiencia Dando Pecho En Total (Incluyendo Todos Los Partos)"
"Yes, quite often","Sí, muy a menudo"
"Maternal History During Pregnancy","Historial Materna Durante el Embarazo"
"I found the system very cumbersome to use","Encontré el sistema muy difícil de usar"
"Double Electric Pump","Bomba Eléctrica Doble"
"Left","Izquierdo"
"Stool Consistency","Consistencia de la popó"
"5-6 times","5-6 veces"
"Login Information","Información para entrar"
"Breastfeeding was like a high of sorts.","El amamantar fué una experiencia inigualable."
"Moderately wet","Moderadamente mojado"
"Yes, very often","Sí, frecuentemente"
"It was a burden being my baby's main source of food.","Fué una carga el ser la única fuente de alimento de mi bebé."
"An error occurred while processing your submission. Please contact the site administrator.","Un error ha ocurrido durante el proceso de su envío. Por favor contacte al administrador del sitio."
"Send breastfeeding followup","Enviar followup lactancia"
"6 ounces","6 onzas"
"How many times do you breastfeed your baby per day?","¿Cuántas veces amamanta a su bebé durante el día?"
"Definitely not so much now","Definitivamente no mucho"
"I felt very confident using the system","Tuve mucha confianza usando el sistema"
"Introduction","Introducción "
"Tips_for_breastfeeding_your_premature_baby.pdf","Tips_for_greastfeeding_your_preterm_baby_es.pdf"
"Sufficient Notification Reading","Leyendo suficiente de notificatiónes"
"Was the data entry a burden for you or overwhelming? Do you have any suggestions?","¿Fué la entrada de datos una carga o algo tediosa? ¿Tiene algunas sugerencias?"
"To","Hasta"
"Slipping of the breast","Deslizamiento del pecho"
"New","Nuevo"
"Log In As","Entrar como"
"Logged in as scientist.","Ha iniciado seción como científico."
"Read Notifications","Leer notificaciones"
"Mark As Read","Marcar como leído"
"Latch correctly","Acoplamiento correcto"
"Manually express or pump enough to soften your breast before putting your baby to the breast","Saquese la leche manualmente o extraiga lo suficiente para suavizar los pechos antes de poner el bebé al pecho."
"Never","Nunca"
"Yesterday","Ayer"
"Proxy","Representante"
"No supplement entries for date range","No hay datos de suplementos para el rango de fechas"
"No, not much","No, no mucho"
"Would you recommend this web-based monitoring for a friend? Why and why not?","¿Recomendaría usted este sistema de monitoreo en línea a una amiga? Por qué o por qué no?"
"I have been anxious or worried for no good reason","He estado ansiosa o preocupada sin razón"
"Output entry not modified.","Entrada de Producción no modificada."
"Search Diary","Buscar diario"
"February","Febrero"
"The Indiana CTSI","CTSI Indiana"
"Pounds","Libras"
"AM","AM"
"Decrease in blood glucose","Disminución en glucosa sanguínea"
"April","Abril"
"Desktop Version","Versión de Escritorio"
"Output","Producción"
"An error occurred while trying to update the entry","Un error ha ocurrido mientras ha actualizado su entrada"
"Please enter supplement method","Por favor entre el método de suplemento"
"Difficult to awake","Difícil de despertar"
"Manual Hand Pump","Bomba de Mano Manual"
"Only occasionally","Sólo ocasionalmente"
"Handling Notifications","Manejando notificaciones"
"Breastfeeding_and_returning_to_work.pdf","Breastfeeding_and_returning_to_work_es.pdf"
"Contact the primary care provider if continues (baby should not go for more than 5 hours without feeding for the first 5 weeks)","Contacte al proveedor de cuidado primario si continua (el bebé no debe pasar más de 5 horas sin alimentarse por las primeras 5 semanas)"
"Second","Segunda"
"System Usability Scale","Escala de Facilidad de Uso del Sistema"
"Breastfeeding Diary","Diario de Lactancia"
"Breastfeeding Followup Survey Results","Lactancia Resultados de la encuesta Followup"
"Method Of Delivery","Método de Parto"
"Modify Entry","Modificar la entrada"
